designation,jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,year,source,raw_line
0003IK25N010,2460858.815637,271.29851666666667,-18.681419444444444,17.5,G,X07,2025,mpc_real,0003IK25N010 1C2025 07 02.31563718 05 11.644-18 40 53.11         17.5 GV#0JSKX07
0003IK25N010,2460858.816863,271.2978208333333,-18.681280555555556,17.4,G,X07,2025,mpc_real,0003IK25N010 1C2025 07 02.31686318 05 11.477-18 40 52.61         17.4 GV#0JSKX07
0003IK25N010,2460858.8252,271.2935416666666,-18.681194444444447,17.3,R,I47,2025,mpc_real,0003IK25N010 KC2025 07 02.32520 18 05 10.45 -18 40 52.3          17.3 Rq#0JSKI47
0003I,2460858.82968,271.2911708333333,-18.68113055555556,17.3,G,I40,2025,mpc_real,0003I         C2025 07 02.32968 18 05 09.881-18 40 52.07         17.3 GX#0JSKI40
0003I,2460858.83193,271.2899791666666,-18.681069444444447,17.6,G,I40,2025,mpc_real,0003I         C2025 07 02.33193 18 05 09.595-18 40 51.85         17.6 GX#0JSKI40
0003I,2460858.83417,271.2889,-18.68108888888889,17.5,G,I40,2025,mpc_real,0003I         C2025 07 02.33417 18 05 09.336-18 40 51.92         17.5 GX#0JSKI40
0003I,2460858.8364,271.2876708333333,-18.681069444444447,17.3,G,I40,2025,mpc_real,0003I         C2025 07 02.33640 18 05 09.041-18 40 51.85         17.3 GX#0JSKI40
0003I,2460858.83865,271.2863291666667,-18.68101111111111,17.6,G,I40,2025,mpc_real,0003I         C2025 07 02.33865 18 05 08.719-18 40 51.64         17.6 GX#0JSKI40
0003I,2460858.84089,271.28529999999995,-18.680980555555557,17.5,G,I40,2025,mpc_real,0003I         C2025 07 02.34089 18 05 08.472-18 40 51.53         17.5 GX#0JSKI40
0003I,2460858.84314,271.2841,-18.680961111111113,17.5,G,I40,2025,mpc_real,0003I         C2025 07 02.34314 18 05 08.184-18 40 51.46         17.5 GX#0JSKI40
0003I,2460858.84537,271.28294166666666,-18.680961111111113,17.5,G,I40,2025,mpc_real,0003I         C2025 07 02.34537 18 05 07.906-18 40 51.46         17.5 GX#0JSKI40
0003I,2460858.8476,271.2817708333333,-18.68093888888889,17.6,G,I40,2025,mpc_real,0003I         C2025 07 02.34760 18 05 07.625-18 40 51.38         17.6 GX#0JSKI40
0003I,2460858.847951,271.28189999999995,-18.68166111111111,17.83,r,I41,2025,mpc_real,0003I         C2025 07 02.34795118 05 07.656-18 40 53.98         17.83rU#0Jm9I41
0003I,2460858.847951,271.2817375,-18.68171388888889,17.82,r,I41,2025,mpc_real,0003I         C2025 07 02.34795118 05 07.617-18 40 54.17         17.82rUEO005I41
0003I,2460858.848143,271.28198749999996,-18.68159166666667,17.82,r,I41,2025,mpc_real,0003I         C2025 07 02.34814318 05 07.677-18 40 53.73         17.82rU#0K4XI41
0003I,2460858.84984,271.2806,-18.6809,17.6,G,I40,2025,mpc_real,0003I         C2025 07 02.34984 18 05 07.344-18 40 51.24         17.6 GX#0JSKI40
0003I,2460858.85207,271.27942083333335,-18.68088888888889,17.1,G,I40,2025,mpc_real,0003I         C2025 07 02.35207 18 05 07.061-18 40 51.20         17.1 GX#0JSLI40
0003I,2460858.85432,271.27825833333327,-18.680819444444445,17.5,G,I40,2025,mpc_real,0003I         C2025 07 02.35432 18 05 06.782-18 40 50.95         17.5 GX#0JSLI40
0003I,2460858.85656,271.27709999999996,-18.68078888888889,17.4,G,I40,2025,mpc_real,0003I         C2025 07 02.35656 18 05 06.504-18 40 50.84         17.4 GX#0JSLI40
0003I,2460858.8588,271.2759291666667,-18.680769444444447,17.4,G,I40,2025,mpc_real,0003I         C2025 07 02.35880 18 05 06.223-18 40 50.77         17.4 GX#0JSLI40
0003I,2460858.86104,271.27479166666666,-18.680780555555557,17.5,G,I40,2025,mpc_real,0003I         C2025 07 02.36104 18 05 05.950-18 40 50.81         17.5 GX#0JSLI40
0003I,2460858.86328,271.27355,-18.680669444444444,17.6,G,I40,2025,mpc_real,0003I         C2025 07 02.36328 18 05 05.652-18 40 50.41         17.6 GX#0JSLI40
0003I,2460858.86998,271.27000833333335,-18.68053888888889,17.4,G,I40,2025,mpc_real,0003I         C2025 07 02.36998 18 05 04.802-18 40 49.94         17.4 GX#0JSLI40
0003I,2460858.871713,271.2691958333333,-18.68155,18.54,g,I41,2025,mpc_real,0003I         C2025 07 02.37171318 05 04.607-18 40 53.58         18.54gU#0Jm9I41
0003I,2460858.871713,271.2692625,-18.68146666666667,18.56,g,I41,2025,mpc_real,0003I         C2025 07 02.37171318 05 04.623-18 40 53.28         18.56gUEO005I41
0003I,2460858.871899,271.26942916666667,-18.681408333333334,18.56,g,I41,2025,mpc_real,0003I         C2025 07 02.37189918 05 04.663-18 40 53.07         18.56gU#0K4XI41
0003I,2460858.87221,271.2689,-18.680630555555556,17.3,G,I40,2025,mpc_real,0003I         C2025 07 02.37221 18 05 04.536-18 40 50.27         17.3 GX#0JSLI40
0003I,2460858.87444,271.26764999999995,-18.680780555555557,17.4,G,I40,2025,mpc_real,0003I         C2025 07 02.37444 18 05 04.236-18 40 50.81         17.4 GX#0JSLI40
0003I,2460858.87667,271.26641666666666,-18.680694444444445,17.1,R,X19,2025,mpc_real,0003I         C2025 07 02.37667 18 05 03.94 -18 40 50.5          17.1 Ro#0K4XX19
0003I,2460858.87668,271.26655,-18.680500000000002,17.6,G,I40,2025,mpc_real,0003I         C2025 07 02.37668 18 05 03.972-18 40 49.80         17.6 GX#0JSLI40
0003I,2460858.87891,271.2651208333333,-18.680430555555557,17.2,G,I40,2025,mpc_real,0003I         C2025 07 02.37891 18 05 03.629-18 40 49.55         17.2 GX#0JSLI40
0003I,2460858.88038,271.2645,-18.68041666666667,17.4,R,X19,2025,mpc_real,0003I         C2025 07 02.38038 18 05 03.48 -18 40 49.5          17.4 Ro#0K4XX19
0003I,2460858.88118,271.2643708333333,-18.680369444444445,16.6,G,I40,2025,mpc_real,0003I         C2025 07 02.38118 18 05 03.449-18 40 49.33         16.6 GX#0JSLI40
0003I,2460858.88127,271.26366666666667,-18.68025,17.6,R,X19,2025,mpc_real,0003I         C2025 07 02.38127 18 05 03.28 -18 40 48.9          17.6 Ro#0K4XX19
0003I,2460858.88215,271.2635,-18.679944444444445,17.6,R,X19,2025,mpc_real,0003I         C2025 07 02.38215 18 05 03.24 -18 40 47.8          17.6 Ro#0K4XX19
0003I,2460858.88304,271.26329166666665,-18.679861111111112,17.3,R,X19,2025,mpc_real,0003I         C2025 07 02.38304 18 05 03.19 -18 40 47.5          17.3 Ro#0K4XX19
0003I,2460858.88341,271.2631083333333,-18.68045,17.1,G,I40,2025,mpc_real,0003I         C2025 07 02.38341 18 05 03.146-18 40 49.62         17.1 GX#0JSLI40
0003I,2460858.88565,271.26185,-18.680411111111113,17.1,G,I40,2025,mpc_real,0003I         C2025 07 02.38565 18 05 02.844-18 40 49.48         17.1 GX#0JSLI40
0003I,2460858.88788,271.26065,-18.68038055555556,17.5,G,I40,2025,mpc_real,0003I         C2025 07 02.38788 18 05 02.556-18 40 49.37         17.5 GX#0JSLI40
0003I,2460858.89013,271.2593708333333,-18.680400000000002,17.5,G,I40,2025,mpc_real,0003I         C2025 07 02.39013 18 05 02.249-18 40 49.44         17.5 GX#0JSLI40
0003I,2460858.89236,271.25847916666663,-18.68036111111111,17.6,G,I40,2025,mpc_real,0003I         C2025 07 02.39236 18 05 02.035-18 40 49.30         17.6 GX#0JSLI40
0003I,2460858.89459,271.25722916666666,-18.680280555555555,16.6,G,I40,2025,mpc_real,0003I         C2025 07 02.39459 18 05 01.735-18 40 49.01         16.6 GX#0JSLI40
0003IK25N010,2460858.91459,271.24739583333337,-18.680705555555555,17.61,G,T14,2025,mpc_real,0003IK25N010 3C2025 07 02.41459018 04 59.375-18 40 50.54         17.61GV#0JSLT14
0003IK25N010,2460858.915792,271.24677499999996,-18.680691666666668,17.63,G,T14,2025,mpc_real,0003IK25N010 3C2025 07 02.41579218 04 59.226-18 40 50.49         17.63GV#0JSLT14
0003IK25N010,2460858.916994,271.2461458333333,-18.680677777777777,17.52,G,T14,2025,mpc_real,0003IK25N010 3C2025 07 02.41699418 04 59.075-18 40 50.44         17.52GV#0JSLT14
0003IK25N010,2460858.92731,271.24125000000004,-18.679861111111112,16.8,G,Q22,2025,mpc_real,0003IK25N010 KB2025 07 02.42731 18 04 57.90 -18 40 47.5          16.8 GV#0JSLQ22
0003IK25N010,2460858.93448,271.23745833333334,-18.67977777777778,16.8,G,Q22,2025,mpc_real,0003IK25N010 KB2025 07 02.43448 18 04 56.99 -18 40 47.2          16.8 GV#0JSLQ22
0003IK25N010,2460858.94122,271.23387499999995,-18.679750000000002,16.7,G,Q22,2025,mpc_real,0003IK25N010 KB2025 07 02.44122 18 04 56.13 -18 40 47.1          16.7 GV#0JSLQ22
0003IK25N010,2460859.002562,271.2010916666666,-18.679572222222223,17.1,G,F65,2025,mpc_real,0003IK25N010 9C2025 07 02.50256218 04 48.262-18 40 46.46         17.1 GW#0JSLF65
0003IK25N010,2460859.003265,271.20070000000004,-18.679550000000003,17.1,G,F65,2025,mpc_real,0003IK25N010 9C2025 07 02.50326518 04 48.168-18 40 46.38         17.1 GW#0JSLF65
0003IK25N010,2460859.00625,271.1991458333334,-18.679525,17.1,G,F65,2025,mpc_real,0003IK25N010 9C2025 07 02.50625018 04 47.795-18 40 46.29         17.1 GW#0JSLF65
0003IK25N010,2460859.046746,271.17783749999995,-18.678975,17.1,G,F65,2025,mpc_real,0003IK25N010 9C2025 07 02.54674618 04 42.681-18 40 44.31         17.1 GW#0JSLF65
0003IK25N010,2460859.048185,271.1770833333333,-18.67895277777778,17.1,G,F65,2025,mpc_real,0003IK25N010 9C2025 07 02.54818518 04 42.500-18 40 44.23         17.1 GW#0JSLF65
0003IK25N010,2460859.1806,271.1084583333333,-18.677319444444446,17.7,G,N42,2025,mpc_real,0003IK25N010 KC2025 07 02.68060 18 04 26.030-18 40 38.35         17.7 GX#0JSLN42
0003IK25N010,2460859.1851,271.1060708333333,-18.677330555555557,17.4,G,N42,2025,mpc_real,0003IK25N010 KC2025 07 02.68510 18 04 25.457-18 40 38.39         17.4 GX#0JSLN42
0003IK25N010,2460859.18904,271.1040208333333,-18.67726111111111,17.3,G,N42,2025,mpc_real,0003IK25N010 KC2025 07 02.68904 18 04 24.965-18 40 38.14         17.3 GX#0JSLN42
0003I,2460859.310721,271.0404833333333,-18.675183333333333,, ,M21,2025,mpc_real,0003I        KC2025 07 02.81072118 04 09.716-18 40 30.66               W#0JSLM21
0003I,2460859.322037,271.03450833333335,-18.67507777777778,17.6,G,M21,2025,mpc_real,0003I        KC2025 07 02.82203718 04 08.282-18 40 30.28         17.6 GW#0JSLM21
0003I,2460859.333348,271.02852499999995,-18.674902777777778,, ,M21,2025,mpc_real,0003I        IC2025 07 02.83334818 04 06.846-18 40 29.65               W#0JSLM21
0003I,2460859.34759,271.0206666666666,-18.675222222222224,18.7,G,088,2025,mpc_real,0003I         C2025 07 02.84759 18 04 04.96 -18 40 30.8          18.7 GV#0JSL088
0003I,2460859.34832,271.02045833333335,-18.67511111111111,18.5,G,088,2025,mpc_real,0003I         C2025 07 02.84832 18 04 04.91 -18 40 30.4          18.5 GV#0JSL088
0003I,2460859.34904,271.02000000000004,-18.674944444444446,18.4,G,088,2025,mpc_real,0003I         C2025 07 02.84904 18 04 04.80 -18 40 29.8          18.4 GV#0JSL088
0003I,2460859.34978,271.01966666666664,-18.675083333333333,18.5,G,088,2025,mpc_real,0003I         C2025 07 02.84978 18 04 04.72 -18 40 30.3          18.5 GV#0JSL088
0003I,2460859.35051,271.01925,-18.675083333333333,18.5,G,088,2025,mpc_real,0003I         C2025 07 02.85051 18 04 04.62 -18 40 30.3          18.5 GV#0JSL088
0003I,2460859.35123,271.0188333333333,-18.675083333333333,18.3,G,088,2025,mpc_real,0003I         C2025 07 02.85123 18 04 04.52 -18 40 30.3          18.3 GV#0JSL088
0003I,2460859.35196,271.01849999999996,-18.67502777777778,18.5,G,088,2025,mpc_real,0003I         C2025 07 02.85196 18 04 04.44 -18 40 30.1          18.5 GV#0JSL088
0003IK25N010,2460859.35208,271.018375,-18.675138888888892,17.8,V,L04,2025,mpc_real,0003IK25N010 KC2025 07 02.85208 18 04 04.41 -18 40 30.5          17.8 VZ#0JSLL04
0003I,2460859.35269,271.01800000000003,-18.67502777777778,18.3,G,088,2025,mpc_real,0003I         C2025 07 02.85269 18 04 04.32 -18 40 30.1          18.3 GV#0JSL088
0003I,2460859.35343,271.0176666666666,-18.675083333333333,18.1,G,088,2025,mpc_real,0003I         C2025 07 02.85343 18 04 04.24 -18 40 30.3          18.1 GV#0JSL088
0003I,2460859.35415,271.017,-18.674944444444446,17.9,G,088,2025,mpc_real,0003I         C2025 07 02.85415 18 04 04.08 -18 40 29.8          17.9 GV#0JSL088
0003I,2460859.355856,271.01662500000003,-18.67516666666667,17.2,G,595,2025,mpc_real,0003I        KB2025 07 02.85585618 04 03.99 -18 40 30.6          17.2 GX#0JSL595
0003IK25N010,2460859.35712,271.01574999999997,-18.675,17.7,V,L04,2025,mpc_real,0003IK25N010 KC2025 07 02.85712 18 04 03.78 -18 40 30.0          17.7 VZ#0JSLL04
0003IK25N010,2460859.35812,271.0151666666667,-18.674972222222223,17.5,V,L04,2025,mpc_real,0003IK25N010 KC2025 07 02.85812 18 04 03.64 -18 40 29.9          17.5 VZ#0JSLL04
0003I,2460859.360222,271.01420833333333,-18.674972222222223,17.4,G,595,2025,mpc_real,0003I        KB2025 07 02.86022218 04 03.41 -18 40 29.9          17.4 GX#0JSL595
0003I,2460859.36274,271.01254166666666,-18.67502777777778,17.7,G,C40,2025,mpc_real,0003I        1C2025 07 02.86274 18 04 03.01 -18 40 30.1          17.7 GX#0JSLC40
0003I,2460859.36627,271.010875,-18.674861111111113,16.9,G,C40,2025,mpc_real,0003I        1C2025 07 02.86627 18 04 02.61 -18 40 29.5          16.9 GX#0JSLC40
0003I,2460859.368962,271.00958333333335,-18.674805555555558,17.8,G,595,2025,mpc_real,0003I        IB2025 07 02.86896218 04 02.30 -18 40 29.3          17.8 GX#0JSL595
0003I,2460859.370311,271.0088333333333,-18.674972222222223,16.6,R,M50,2025,mpc_real,0003I        KC2025 07 02.87031118 04 02.12 -18 40 29.9          16.6 RV#0JSLM50
0003I,2460859.37094,271.008625,-18.674611111111112,19.5,V,C82,2025,mpc_real,0003I        KC2025 07 02.87094 18 04 02.07 -18 40 28.6          19.5 VZ#0JSLC82
0003IK25N010,2460859.37161,271.0081666666666,-18.674833333333336,17.5,V,L04,2025,mpc_real,0003IK25N010 KC2025 07 02.87161 18 04 01.96 -18 40 29.4          17.5 VZ#0JSLL04
0003I,2460859.37292,271.0074166666667,-18.674611111111112,17.1,G,G02,2025,mpc_real,0003I        KB2025 07 02.87292 18 04 01.78 -18 40 28.6          17.1 GX#0JSLG02
0003I,2460859.37312,271.00725,-18.67477777777778,17.7,G,C40,2025,mpc_real,0003I        1C2025 07 02.87312 18 04 01.74 -18 40 29.2          17.7 GX#0JSLC40
0003I,2460859.37353,271.00707083333333,-18.67483888888889,18.8,V,M38,2025,mpc_real,0003I        KC2025 07 02.87353 18 04 01.697-18 40 29.42         18.8 VZ#0JSLM38
0003I,2460859.37367,271.00745,-18.674861111111113,17.6,r,232,2025,mpc_real,0003I        KB2025 07 02.87367 18 04 01.788-18 40 29.50         17.6 rZ#0JSL232
0003I,2460859.37424,271.0067083333333,-18.674666666666667,17.9,G,126,2025,mpc_real,0003I        KB2025 07 02.87424 18 04 01.61 -18 40 28.8          17.9 GX#0Jm9126
0003I,2460859.37458,271.00666666666666,-18.674583333333334,18.1,G,126,2025,mpc_real,0003I        KB2025 07 02.87458 18 04 01.60 -18 40 28.5          18.1 GX#0JSL126
0003I,2460859.374875,271.0066,-18.67475,17.6,G,L34,2025,mpc_real,0003I        KB2025 07 02.87487518 04 01.584-18 40 29.10         17.6 GX#0JSLL34
0003IK25N010,2460859.37523,271.00624999999997,-18.674805555555558,17.8,V,L04,2025,mpc_real,0003IK25N010 KC2025 07 02.87523 18 04 01.50 -18 40 29.3          17.8 VZ#0JSLL04
0003I,2460859.375368,271.0063333333334,-18.674722222222222,16.2,R,M50,2025,mpc_real,0003I        KC2025 07 02.87536818 04 01.52 -18 40 29.0          16.2 RV#0JSLM50
0003I,2460859.37604,271.0057083333333,-18.674611111111112,17.3,G,G02,2025,mpc_real,0003I        KB2025 07 02.87604 18 04 01.37 -18 40 28.6          17.3 GX#0JSLG02
0003I,2460859.37691,271.005375,-18.67475,17.8,G,587,2025,mpc_real,0003I        KC2025 07 02.87691 18 04 01.29 -18 40 29.1          17.8 GV#0JSL587
0003I,2460859.37994,271.00379166666664,-18.67477777777778,17.9,G,587,2025,mpc_real,0003I        KC2025 07 02.87994 18 04 00.91 -18 40 29.2          17.9 GV#0JSL587
0003I,2460859.38352,271.00175,-18.67436111111111,17.8,G,C40,2025,mpc_real,0003I        1C2025 07 02.88352 18 04 00.42 -18 40 27.7          17.8 GX#0JSLC40
0003I,2460859.38371,271.00166666666667,-18.674444444444447,16.8,G,C40,2025,mpc_real,0003I        1C2025 07 02.88371 18 04 00.40 -18 40 28.0          16.8 GX#0JSLC40
0003I,2460859.38516,271.00104166666665,-18.674444444444447,18.2,V,C82,2025,mpc_real,0003I        KC2025 07 02.88516 18 04 00.25 -18 40 28.0          18.2 VZ#0JSLC82
0003I,2460859.38587,271.000625,-18.67463888888889,17.0,G,G02,2025,mpc_real,0003I        KB2025 07 02.88587 18 04 00.15 -18 40 28.7          17.0 GX#0JSLG02
0003I,2460859.38872,270.9990916666667,-18.67471111111111,17.7,r,232,2025,mpc_real,0003I        KB2025 07 02.88872 18 03 59.782-18 40 28.96         17.7 rZ#0JSL232
0003I,2460859.39009,270.9982708333333,-18.6747,18.5,V,M38,2025,mpc_real,0003I        KC2025 07 02.89009 18 03 59.585-18 40 28.92         18.5 VZ#0JSLM38
0003I,2460859.39089,270.9979583333333,-18.674388888888892,16.9,G,126,2025,mpc_real,0003I        KB2025 07 02.89089 18 03 59.51 -18 40 27.8          16.9 GX#0JSL126
0003I,2460859.39198,270.997625,-18.674472222222224,17.3,G,126,2025,mpc_real,0003I        KB2025 07 02.89198 18 03 59.43 -18 40 28.1          17.3 GX#0JSL126
0003I,2460859.39546,270.99554166666667,-18.674444444444447,17.3,G,G02,2025,mpc_real,0003I        KB2025 07 02.89546 18 03 58.93 -18 40 28.0          17.3 GX#0JSLG02
0003I,2460859.39553,270.99558333333334,-18.674500000000002,19.4,V,K78,2025,mpc_real,0003I        KB2025 07 02.89553 18 03 58.94 -18 40 28.2          19.4 VZ#0JSLK78
0003I,2460859.395644,270.99533333333335,-18.674583333333334,17.3,G,K88,2025,mpc_real,0003I        KC2025 07 02.89564418 03 58.88 -18 40 28.5          17.3 GV#0JSLK88
0003I,2460859.39576,270.9955,-18.674419444444446,18.8,V,185,2025,mpc_real,0003I        KB2025 07 02.89576 18 03 58.920-18 40 27.91         18.8 VZ#0JSL185
0003I,2460859.395804,270.9954583333334,-18.674055555555558,17.3,G,L02,2025,mpc_real,0003I        KC2025 07 02.89580418 03 58.91 -18 40 26.6          17.3 GV#0JSLL02
0003I,2460859.396407,270.9948791666667,-18.674500000000002,18.2,G,204,2025,mpc_real,0003I        KB2025 07 02.89640718 03 58.771-18 40 28.20         18.2 GW#0JSL204
0003I,2460859.39663,270.9948416666667,-18.674480555555558,17.5,G,247,2025,mpc_real,0003I        KV2025 07 02.89663 18 03 58.762-18 40 28.13         17.5 GXEV132247
0003I,2460859.39729,270.9947916666667,-18.674611111111112,18.1,V,L85,2025,mpc_real,0003I        KC2025 07 02.89729 18 03 58.75 -18 40 28.6          18.1 VV#0JSLL85
0003I,2460859.39882,270.9939166666667,-18.67441666666667,16.9,G,G02,2025,mpc_real,0003I        KB2025 07 02.89882 18 03 58.54 -18 40 27.9          16.9 GX#0JSLG02
0003I,2460859.39921,270.99367916666665,-18.674480555555558,19.1,r,213,2025,mpc_real,0003I        KC2025 07 02.89921 18 03 58.483-18 40 28.13         19.1 rZ#0JSL213
0003I,2460859.39942,270.9935416666667,-18.67452777777778,19.2,V,C82,2025,mpc_real,0003I        KC2025 07 02.89942 18 03 58.45 -18 40 28.3          19.2 VZ#0JSLC82
0003I,2460859.400752,270.99241666666666,-18.674444444444447,16.5,G,L02,2025,mpc_real,0003I        KC2025 07 02.90075218 03 58.18 -18 40 28.0          16.5 GV#0JSLL02
0003I,2460859.40097,270.99258333333336,-18.67436111111111,16.8,G,C40,2025,mpc_real,0003I        1C2025 07 02.90097 18 03 58.22 -18 40 27.7          16.8 GX#0JSLC40
0003I,2460859.40324,270.99145,-18.674219444444446,18.2,V,185,2025,mpc_real,0003I        KB2025 07 02.90324 18 03 57.948-18 40 27.19         18.2 VZ#0JSL185
0003I,2460859.403774,270.99105833333334,-18.674469444444444,18.4,G,L34,2025,mpc_real,0003I        KB2025 07 02.90377418 03 57.854-18 40 28.09         18.4 GX#0JSLL34
0003I,2460859.40467,270.99075,-18.67441666666667,19.3,V,K78,2025,mpc_real,0003I        KB2025 07 02.90467 18 03 57.78 -18 40 27.9          19.3 VZ#0JSLK78
0003I,2460859.405625,270.9905,-18.674444444444447,16.8,G,L02,2025,mpc_real,0003I        KC2025 07 02.90562518 03 57.72 -18 40 28.0          16.8 GV#0JSLL02
0003I,2460859.40931,270.98825000000005,-18.67452777777778,17.6,G,126,2025,mpc_real,0003I        KB2025 07 02.90931 18 03 57.18 -18 40 28.3          17.6 GX#0JSL126
0003I,2460859.41047,270.98764166666666,-18.674411111111112,18.7,V,185,2025,mpc_real,0003I        KB2025 07 02.91047 18 03 57.034-18 40 27.88         18.7 VZ#0JSL185
0003I,2460859.410713,270.98745833333334,-18.67436111111111,17.3,G,K88,2025,mpc_real,0003I        KC2025 07 02.91071318 03 56.99 -18 40 27.7          17.3 GV#0JSLK88
0003I,2460859.41087,270.9874,-18.674211111111113,17.5,G,247,2025,mpc_real,0003I        KV2025 07 02.91087 18 03 56.976-18 40 27.16         17.5 GXEV132247
0003I,2460859.411025,270.98732083333334,-18.674419444444446,, ,204,2025,mpc_real,0003I        KB2025 07 02.91102518 03 56.957-18 40 27.91               W#0JSL204
0003I,2460859.41207,270.98670833333335,-18.674277777777778,17.4,G,K88,2025,mpc_real,0003I        KC2025 07 02.91207018 03 56.81 -18 40 27.4          17.4 GV#0JSLK88
0003I,2460859.41237,270.98620833333337,-18.674305555555556,17.7,G,G00,2025,mpc_real,0003I        KB2025 07 02.91237 18 03 56.69 -18 40 27.5          17.7 GX#0JSLG00
